id,equ_str,equ_prefix,sol_str,sol_prefix
4889,-x*e^(3)*e^(x) + x*y' - 2*y + 2*e^(3)*e^(x) + 2 = 0,add add add add 2 mul -2 y mul x y' mul mul 2 exp 3 exp x mul mul mul -1 x exp 3 exp x,c*x^2 + e^(x + 3) + 1,add add 1 mul c pow x 2 exp add 3 x
31733,x*y' + 6*y = 0,add mul 6 y mul x y',1/(x^3*(c*x + x)^3),mul pow x -3 pow add x mul c x -3
17146,-4*x^3 + y' = 0,add mul -4 pow x 3 y',c + x^3*(x + x^(-3)),add c mul pow x 3 add x pow x -3
18013,e^(x) + 8*y' = 0,add mul 8 y' exp x,c - e^(x)/8,add c mul div -1 8 exp x
14253,x*y' - y + 2 = 0,add sub 2 y mul x y',c*x + 3*x + 2,add add 2 mul 3 x mul c x
25544,2*x*sin(x^2) - x^x*(ln(x) + 1) + y' = 0,add add mul mul -1 pow x x add 1 log x mul mul 2 x sin pow x 2 y',c + x^x + cos(x^2),add add c pow x x cos pow x 2
1142,x*y' - 21*y = 0,add mul -21 y mul x y',c*x^21,mul c pow x 21
6189,x - y - y' + 1 = 0,sub sub add 1 x y' y,x - 2*e^(c - x),add x mul -2 exp sub c x
12203,2*3^x*x^2*ln(3) + x*y' - y = 0,add add mul -1 y mul x y' mul mul mul 2 pow 3 x pow x 2 log 3,-2*x*(3^x + c),mul mul -2 x add c pow 3 x
28396,25*x^3*y' + 32 = 0,add 32 mul mul 25 pow x 3 y',c + 16/(25*x^2),add c mul div 16 25 pow x -2
11920,3*x^2*y' - 31 = 0,add -31 mul mul 3 pow x 2 y',(c*x - x/3 - 31/3)/x,mul pow x -1 add add div -31 3 mul div -1 3 x mul c x
31701,x*y' + y - 5*y' = 0,add add mul -5 y' mul x y' y,c/(5/8 - x/8),div c add div 5 8 mul div -1 8 x
5156,x*y' - y + 13 = 0,add sub 13 y mul x y',c*x + 5*x + 13,add add 13 mul 5 x mul c x
18185,2*x*y' - y^2 + 6*y' = 0,add add mul -1 pow y 2 mul 6 y' mul mul 2 x y',2/ln(c/(x + 3)),div 2 log div c add 3 x
11295,x^5*cos(x^(-4))*y' - 4*y*sin(x^(-4)) = 0,add mul mul -4 y sin pow x -4 mul mul pow x 5 y' cos pow x -4,c*cos(x^(-4)),mul c cos pow x -4
28316,2*x + 15*y' - 2 = 0,add add -2 mul 2 x mul 15 y',c - x*(x - 2)/15,add c mul mul div -1 15 x add -2 x
4349,15*x^4 + x*y' - y - 15 = 0,add add sub -15 y mul 15 pow x 4 mul x y',c*x - 5*x^4 - 15*x - 15,add add add -15 mul -15 x mul -5 pow x 4 mul c x
28307,x*y' + y - sin(5) = 0,add add mul -1 sin 5 mul x y' y,c/x + sin(5),add div c x sin 5
22945,x*y' + y + 2 = 0,add add 2 mul x y' y,-3 - 2*(c - x/2)/x,add -3 mul div -2 x add c mul div -1 2 x
530,3*x^2 - x*y' + y + 3 = 0,add add add 3 mul 3 pow x 2 mul mul -1 x y' y,-x*(c - 3*x) - 5*x - 3,add add -3 mul -5 x mul mul -1 x add c mul -3 x
29347,x*ln(5) - y*ln(5) + y' - 1 + 4*ln(5) = 0,add add add add -1 mul 4 log 5 mul x log 5 mul mul -1 y log 5 y',5^(c + x) + x + 4,add add 4 x pow 5 add c x
23033,8*x*y' - y = 0,add mul -1 y mul mul 8 x y',-(c*x)^(1/8),mul -1 pow mul c x div 1 8
9827,x*y' + 4*x - 3*y - 12 = 0,add add add -12 mul -3 y mul 4 x mul x y',x*(c*x^2 + 2) - 4,add -4 mul x add 2 mul c pow x 2
1919,x^2 + y' - 1 = 0,add add -1 pow x 2 y',c - x^3/3 + x,add add c x mul div -1 3 pow x 3
10945,9*x^2 + x*y' - y = 0,add add mul -1 y mul 9 pow x 2 mul x y',3*x*(c - 3*x) + x,add x mul mul 3 x add c mul -3 x
12824,5^x*ln(5) + 2*y' = 0,add mul 2 y' mul pow 5 x log 5,-5^x/2 + c,add c mul div -1 2 pow 5 x
27538,x*y' + 2*x - 3*y - 12 = 0,add add add -12 mul -3 y mul 2 x mul x y',c*x^3 + x - 4,add add -4 x mul c pow x 3
26453,-2*y*ln(3) + y' - 2*ln(3) = 0,add add mul -2 log 3 mul mul -2 y log 3 y',3^(c + 2*x) - 1,add -1 pow 3 add c mul 2 x
10032,x*y' - y - cos(2) + 5 = 0,add sub sub 5 cos 2 y mul x y',c*x - x - cos(2) + 5,add sub sub 5 x cos 2 mul c x
16628,7*x^6 + 4*x^3 - 2*x + y' = 0,add add add mul -2 x mul 4 pow x 3 mul 7 pow x 6 y',c - x*(x^6 + x^3 - x),add c mul mul -1 x sub add pow x 3 pow x 6 x
1949,x^2*y' - 1 = 0,add -1 mul pow x 2 y',-(c*x + 1)/x,mul div -1 x add 1 mul c x
33056,e^(6*x)*y' - 9 = 0,add -9 mul y' exp mul 6 x,c - 3*e^(-6*x)/2,add c mul div -3 2 exp mul -6 x
16756,-5^x*ln(5) - cos(x) + y' = 0,add add mul -1 cos x mul mul -1 pow 5 x log 5 y',5^x + c + sin(x),add add c pow 5 x sin x
23427,x*y' + y + 5*y' = 0,add add mul 5 y' mul x y' y,c/(-8*x - 40),div c add -40 mul -8 x
30881,x*y' - 2*y + 12 = 0,add add 12 mul -2 y mul x y',c*x^2 - x^2 + 6,add sub 6 pow x 2 mul c pow x 2
11366,x^2 + x*sin(x) + x*y' - y + cos(x) = 0,add add add sub pow x 2 y mul x y' mul x sin x cos x,x*(c - x) + cos(x),add mul x sub c x cos x
10604,3*x^2*sin(x^3) - 5*y' = 0,add mul -5 y' mul mul 3 pow x 2 sin pow x 3,c - cos(x^3)/5,add c mul div -1 5 cos pow x 3
33555,x^2*y' - 20 = 0,add -20 mul pow x 2 y',(c*x - 20)/x,mul pow x -1 add -20 mul c x
11429,12*x^3 + 3*y' - 1 = 0,add add -1 mul 3 y' mul 12 pow x 3,c - x^4 + x/3,add sub c pow x 4 mul div 1 3 x
12314,-e^(x/5) + 5*y' = 0,add mul -1 exp mul div 1 5 x mul 5 y',c + e^(x/5),add c exp mul div 1 5 x
10571,-y*ln(5) + y' = 0,add mul mul -1 y log 5 y',5^(x + 1)*c,mul c pow 5 add 1 x
11698,10*y' + 7 = 0,add 7 mul 10 y',c - 7*x/10,add c mul div -7 10 x
15231,10*x^3 - x*y' + y = 0,add add mul 10 pow x 3 mul mul -1 x y' y,x*(c + 5*x^2) + 2*x,add mul 2 x mul x add c mul 5 pow x 2
25450,5*x*y' + 5*y + 26*y' = 0,add add mul 5 y mul 26 y' mul mul 5 x y',c/(x + 26/5),div c add div 26 5 x
17623,x^2 - 5*x*y' + 5*y = 0,add add pow x 2 mul 5 y mul mul -5 x y',-x*(c - x/5),mul mul -1 x add c mul div -1 5 x
26058,-2*x + y' - 6 = 0,add add -6 mul -2 x y',c - x*(-x - 4) + 2*x,add add c mul 2 x mul mul -1 x sub -4 x
847,x^2 + x*y' - y + 15 = 0,add sub add 15 pow x 2 y mul x y',c*x - x^2 + 6*x + 15,add add sub 15 pow x 2 mul 6 x mul c x
2377,5^x*x*ln(5) - 2*5^x + x*y' - 2*y = 0,add add add mul -2 pow 5 x mul -2 y mul x y' mul mul x pow 5 x log 5,-5^x + c*x^2,add mul -1 pow 5 x mul c pow x 2
15141,-8*x + y' - 20 = 0,add add -20 mul -8 x y',c - 4*x*(-x - 5),add c mul mul -4 x sub -5 x
32743,-2*(-x + ln(3) + 3)^3 + y' = 0,add mul -2 pow add sub 3 x log 3 3 y',c - (-x + ln(3) + 3)^4/2,add c mul div -1 2 pow add sub 3 x log 3 4
1903,6*x^3*y^2 - 5*x^2*y^2 - 25*x*y' - 3*y^2 - 25*y = 0,add add add add mul -25 y mul -3 pow y 2 mul mul -25 x y' mul mul -5 pow x 2 pow y 2 mul mul 6 pow x 3 pow y 2,5/(-3*x^3/5 + x*(c + x) - 3/5),div 5 add add div -3 5 mul div -3 5 pow x 3 mul x add c x
16348,17*x*y' + 17*y + 30*y' = 0,add add mul 17 y mul 30 y' mul mul 17 x y',c/(-17*x/5 - 6),div c add -6 mul div -17 5 x
17830,-8*x*ln(x) + x*y' - 2*y*ln(x) - y = 0,add add add mul -1 y mul x y' mul mul -8 x log x mul mul -2 y log x,x*(c*x^ln(x) + 1) - 5*x,add mul -5 x mul x add 1 mul c pow x log x
20507,x*y' + y - 4*y' = 0,add add mul -4 y' mul x y' y,c/(x/4 - 1),div c add -1 mul div 1 4 x
17567,x*y' - 2*x - 2*y = 0,add add mul -2 x mul -2 y mul x y',-2*x*(c*x + 1),mul mul -2 x add 1 mul c x
12294,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',x*(c - x) + 2*x,add mul 2 x mul x sub c x
20496,16*x^3 - 4*y' + 3 = 0,add add 3 mul -4 y' mul 16 pow x 3,c + x^4 + 3*x/4,add add c pow x 4 mul div 3 4 x
3060,-2*x + x^x*(ln(x) + 1) - y' = 0,add add mul -1 y' mul -2 x mul pow x x add 1 log x,-x*(c/x + x) + x^x - 2,add add -2 pow x x mul mul -1 x add x div c x
20243,3*x^2 + (-2*x + y)*(2*y' - 4) = 0,add mul 3 pow x 2 mul add -4 mul 2 y' add mul -2 x y,2*x + sqrt(c - x^3),add sqrt sub c pow x 3 mul 2 x
31751,2*x + y' - 5 = 0,add add -5 mul 2 x y',x*(c/x - x + 5),mul x add sub 5 x div c x
16672,12*sin(x)*cos(x)^3 + y' = 0,add mul mul 12 pow cos x 3 sin x y',c + 3*cos(x)^4,add c mul 3 pow cos x 4
15531,-4^(x^x)*x^x*(ln(x) + 1)*ln(4) + y' = 0,add mul mul mul mul -1 pow 4 pow x x pow x x add 1 log x log 4 y',4^(x^x) + c,add c pow 4 pow x x
29462,x*y' + 5*y*ln(y + 6) + 30*ln(y + 6) = 0,add add mul 30 log add 6 y mul x y' mul mul 5 y log add 6 y,e^(c/x^5) - 6,add -6 exp mul c pow x -5
582,y^2 + 2*cos(4)*y' = 0,add pow y 2 mul mul 2 y' cos 4,cos(4)/(c + x/2),mul pow add c mul div 1 2 x -1 cos 4
19654,8*x^2 - 5*x*y' + 5*y = 0,add add mul 5 y mul 8 pow x 2 mul mul -5 x y',-8*x*(c - x)/5,mul mul div -8 5 x sub c x
21872,-(x*(ln(x) + 1) + ln(x^x))*(x^x)^x + y' = 0,add mul mul -1 pow pow x x x add mul x add 1 log x log pow x x y',c + (x^x)^x,add c pow pow x x x
7035,x*y' - y - e^(5) + 1 = 0,add sub sub 1 exp 5 y mul x y',c*x - x - e^(5) + 1,add sub sub 1 x exp 5 mul c x
21163,5*e^(2)*y' - 2 = 0,add -2 mul mul 5 y' exp 2,(c + 2*x/5)*e^(-2),mul add c mul div 2 5 x exp -2
20263,x*y' - y*e^(4) = 0,add mul x y' mul mul -1 exp 4 y,(c*x + 16*x)^e^(4),pow add mul 16 x mul c x exp 4
33165,8*x^7 - x^x*(ln(x) + 1) + y' - 1 = 0,add add add -1 mul 8 pow x 7 mul mul -1 pow x x add 1 log x y',c - x^8 + x + x^x,sub add add c x pow x x pow x 8
2180,-x^x*(ln(x) + 1) + (-2*y' - 2)*e^(-2*x - 2*y) = 0,add mul add -2 mul -2 y' exp add mul -2 x mul -2 y mul mul -1 pow x x add 1 log x,-x - ln(c + x^x)/2,add mul -1 x mul div -1 2 log add c pow x x
22824,x^2 - 3*x*y' + 3*y + 3 = 0,add add add 3 pow x 2 mul 3 y mul mul -3 x y',x*(c + x - (3 - x)/x)/3,mul mul div 1 3 x add add c x mul div -1 x sub 3 x
10327,e^(4)*y' - 1 = 0,add -1 mul y' exp 4,(c + x)*e^(-4),mul add c x exp -4
7623,2*x*y' - y = 0,add mul -1 y mul mul 2 x y',sqrt(2)*sqrt(c*x)/2,mul mul div 1 2 sqrt 2 sqrt mul c x
16945,x - y - y' = 0,sub sub x y' y,x + e^(c - x) - 1,add add -1 x exp sub c x
19819,sin(x - 4) + y' + 1 = 0,add add 1 y' sin add -4 x,c - x + cos(x - 4),add sub c x cos add -4 x
23448,20*x^19*y*cos(x^20) - sin(x^20)*y' = 0,add mul mul -1 y' sin pow x 20 mul mul mul 20 pow x 19 cos pow x 20 y,c*sin(x^20),mul c sin pow x 20
21846,2*cos(2*x) + y' = 0,add mul 2 cos mul 2 x y',c - sin(2*x),sub c sin mul 2 x
19154,x*e^(4)*y' - y*e^(4) - 1 + 4*e^(4) = 0,add add add -1 mul 4 exp 4 mul mul -1 exp 4 y mul mul x y' exp 4,c*x + x - e^(-4) + 4,add sub add 4 x exp -4 mul c x
21394,x - y + y' - 3 = 0,add sub add -3 x y y',c*e^(x) + x - 2,add add -2 x mul c exp x
19548,5*x*y' - x - 10*y = 0,add add mul -1 x mul -10 y mul mul 5 x y',c*x^2 - x/5,add mul div -1 5 x mul c pow x 2
6201,2*x^2 + 25*x*y' - 25*y = 0,add add mul -25 y mul 2 pow x 2 mul mul 25 x y',2*x*(c - x/5)/5 + x/5,add mul div 1 5 x mul mul div 2 5 x add c mul div -1 5 x
29585,x*y' - 26*y*ln(y) = 0,add mul x y' mul mul -26 y log y,5^(c*x^26),pow 5 mul c pow x 26
24379,2*sqrt(x)*y' + y*ln(2) = 0,add mul y log 2 mul mul 2 sqrt x y',(1/2)^(c + sqrt(x)),pow div 1 2 add c sqrt x
11886,2*x^2 - x*y' + y = 0,add add mul 2 pow x 2 mul mul -1 x y' y,x*(c + 2*x) - x,add mul -1 x mul x add c mul 2 x
16065,5*x*y' + 16 = 0,add 16 mul mul 5 x y',-4*ln(c*x^4)/5,mul div -4 5 log mul c pow x 4
23671,x*y' - y - 7 = 0,add sub -7 y mul x y',c*x + x/3 - 7,add add -7 mul div 1 3 x mul c x
25039,x*y' - 5*y - 40 = 0,add add -40 mul -5 y mul x y',c*x^5 - 8,add -8 mul c pow x 5
28614,x*y' - y - 16 = 0,add sub -16 y mul x y',c*x + 4*x - 16,add add -16 mul 4 x mul c x
12511,2*x*y' - 7*y = 0,add mul -7 y mul mul 2 x y',x/(c/x)^(5/2),mul x pow div c x div -5 2
761,y*ln(2) + y' = 0,add mul y log 2 y',-2*4^(c - x/2),mul -2 pow 4 add c mul div -1 2 x
13584,3*x^2 + 6*x*y' - 6*y + sqrt(3) = 0,add add add sqrt 3 mul -6 y mul 3 pow x 2 mul mul 6 x y',2*x*(c - x/4 + sqrt(3)/(12*x)),mul mul 2 x add add c mul div -1 4 x div mul div 1 12 sqrt 3 x
26247,-2*y*ln(4 + e^(3)) + y' = 0,add mul mul -2 y log add 4 exp 3 y',c*(4 + e^(3))^(2*x),mul c pow add 4 exp 3 mul 2 x
16569,x*y' + y*ln(-y - 3) - y*ln(15) + 3*ln(-y - 3) - 3*ln(15) = 0,add add add add mul -3 log 15 mul 3 log sub -3 y mul x y' mul y log sub -3 y mul mul -1 y log 15,-15^((c + x)/x) - 3,sub -3 pow 15 mul pow x -1 add c x
32802,x^2 - 4*x*y' + 4*y = 0,add add pow x 2 mul 4 y mul mul -4 x y',c*x + x^2/4,add mul div 1 4 pow x 2 mul c x
18740,x*ln(x)*y' - 2*x*y' + x*ln(2)*y' + y = 0,add add add mul mul -2 x y' mul mul x y' log 2 mul mul x y' log x y,c/(ln(2*x) - 2),div c add -2 log mul 2 x
20446,4*x^2 - 2*x*y*y' + 4*x*y' + y^2 - 4*y + 4 = 0,add add add add add 4 pow y 2 mul -4 y mul 4 pow x 2 mul mul 4 x y' mul mul mul -2 x y' y,2 - 2*sqrt(x*(c + x)),add 2 mul -2 sqrt mul x add c x
10857,x*y' + 2*y + 5*y' = 0,add add mul 2 y mul 5 y' mul x y',c/(-x - 5)^2,mul c pow sub -5 x -2
27040,x*y' + 4*x - 2*y = 0,add add mul -2 y mul 4 x mul x y',-x*(c*x - 4),mul mul -1 x add -4 mul c x
29382,-21*x^2 + y' = 0,add mul -21 pow x 2 y',c + 7*x^3,add c mul 7 pow x 3
1415,x*y' - y*ln(y) + y*ln(6) = 0,add add mul x y' mul y log 6 mul mul -1 y log y,6*3^(c*x),mul 6 pow 3 mul c x
17198,x*y' - 2*x - 2*y + 2 = 0,add add add 2 mul -2 x mul -2 y mul x y',x*(c*x + 2*x) - 2*x + 1,add add 1 mul -2 x mul x add mul 2 x mul c x
20834,ln(x) + y' + 1 = 0,add add 1 y' log x,c - ln(-2*x^x),sub c log mul -2 pow x x
16236,x^2*ln(3) - x*y*ln(3) + x*y' - 9*x*ln(3) - y - 9 = 0,add add add add sub -9 y mul x y' mul pow x 2 log 3 mul mul -9 x log 3 mul mul mul -1 x y log 3,3^x*c*x + x - 9,add add -9 x mul mul c x pow 3 x
29133,8*x - 3*y' + 1 = 0,add add 1 mul -3 y' mul 8 x,c + x*(4*x/3 + 1/3),add c mul x add div 1 3 mul div 4 3 x
30576,x*y' + y = 0,add mul x y' y,-5 - 5*(c - x)/x,add -5 mul div -5 x sub c x
27029,-x*y*ln(sin(3)) + x*y' - y = 0,add add mul -1 y mul x y' mul mul mul -1 x y log sin 3,c*x*sin(3)^(x + 1),mul mul c x pow sin 3 add 1 x
26171,2*x*y' - y = 0,add mul -1 y mul mul 2 x y',x/sqrt(c*x),mul x pow mul c x div -1 2
22610,x*ln(-x)*y' - y*ln(-x) - y - 2*ln(-x) - 2 = 0,add add add sub -2 y mul -2 log mul -1 x mul mul -1 y log mul -1 x mul mul x y' log mul -1 x,c*x*ln(-x) - 2,add -2 mul mul c x log mul -1 x
7614,sin(x + 2) + y' - 2 = 0,add add -2 y' sin add 2 x,c + 2*x + cos(x + 2),add add c mul 2 x cos add 2 x
29853,x^2 - x*y' + y = 0,add add pow x 2 mul mul -1 x y' y,x*ln(c*e^(x)),mul x log mul c exp x
4327,-x*ln(x + y - 2) + x*y' + x - y*ln(x + y - 2) + 2*ln(x + y - 2) = 0,add add add add x mul 2 log add add -2 x y mul x y' mul mul -1 x log add add -2 x y mul mul -1 y log add add -2 x y,-x + e^(c*x) + 2,add sub 2 x exp mul c x
15021,x*y' - y*ln(y + 5) + 3*y - 5*ln(y + 5) + 15 = 0,add add add add 15 mul -5 log add 5 y mul 3 y mul x y' mul mul -1 y log add 5 y,e^(c*x + 3) - 5,add -5 exp add 3 mul c x
8776,4*x^2 - 4*x*y' + 4*y - 3 = 0,add add add -3 mul 4 pow x 2 mul 4 y mul mul -4 x y',x*(c + x + 3/(4*x)),mul x add add c x div div 3 4 x
23243,-2*x + y' + 4 = 0,add add 4 mul -2 x y',c + x^2 - 4*x,add add c pow x 2 mul -4 x
24239,x*y' + 2*ln(x)/x^ln(x) = 0,add mul x y' mul mul 2 pow x mul -1 log x log x,c + x^(1 - ln(x))/x,add c mul pow x -1 pow x sub 1 log x
7670,7*x^6 - 5*y' = 0,add mul -5 y' mul 7 pow x 6,c + x^7/5,add c mul div 1 5 pow x 7
29833,sin(4)*y' - 1 - 2*sin(4) = 0,add add -1 mul -2 sin 4 mul y' sin 4,2*x + (c + x)/sin(4),add mul 2 x mul pow sin 4 -1 add c x
25452,x*y' + 78*x - 40*y = 0,add add mul -40 y mul 78 x mul x y',c*x^40 + 2*x,add mul 2 x mul c pow x 40
21658,x^2 - x*y' + y = 0,add add pow x 2 mul mul -1 x y' y,x^2 + (c*x + x)*cos(4),add pow x 2 mul add x mul c x cos 4
6630,x*cos(x) + x*y' - y - sin(x) - 6 = 0,add add sub sub -6 y sin x mul x y' mul x cos x,c*x + x - sin(x) - 6,add sub add -6 x sin x mul c x
3118,x^2*y' + cos(1) = 0,add mul pow x 2 y' cos 1,(c*x + cos(1))/x,mul pow x -1 add mul c x cos 1
22283,-20*x - 10*sin(x) + y' - 50 = 0,add add add -50 mul -20 x mul -10 sin x y',c + 10*x*(x + 4) + 10*x - 10*cos(x),add add add c mul -10 cos x mul 10 x mul mul 10 x add 4 x
19336,y' - 4*cos(2) = 0,add mul -4 cos 2 y',c + 4*(x + 5)*cos(2),add c mul mul 4 add 5 x cos 2
27508,x*y' - x*cos(5) - y + y*cos(5) = 0,add add add mul -1 y mul x y' mul cos 5 y mul mul -1 x cos 5,x*(1 - 1/(c*x)^cos(5)),mul x sub 1 pow mul c x mul -1 cos 5
26887,x*y^2 + y^2 - y + y' = 0,add add sub pow y 2 y mul x pow y 2 y',1/(x - e^(c - x)),pow sub x exp sub c x -1
6805,x*y' - y - 4 - sin(4) = 0,add sub sub -4 y sin 4 mul x y',c*x - x - 4 - sin(4),add sub sub -4 x sin 4 mul c x
24078,x*e^(4)*y' - 2^e^(-4)*x^e^(-4) = 0,add mul mul -1 pow 2 exp -4 pow x exp -4 mul mul x y' exp 4,c + (2*x)^e^(-4),add c pow mul 2 x exp -4
9113,x*y' - y = 0,add mul -1 y mul x y',c*x + 15*x/4,add mul div 15 4 x mul c x
20339,x^2*ln(-x^2 + y) - 2*x^2 - 2*x^2*ln(2) + x*y' - y*ln(-x^2 + y) + 2*y*ln(2) = 0,add add add add add mul -2 pow x 2 mul x y' mul pow x 2 log add mul -1 pow x 2 y mul mul -1 y log add mul -1 pow x 2 y mul mul -2 pow x 2 log 2 mul mul 2 y log 2,x^2 + 4*e^(c*x),add pow x 2 mul 4 exp mul c x
13176,9*sin(9*x - 9) + y' = 0,add mul 9 sin add -9 mul 9 x y',c + cos(9*x - 9),add c cos add -9 mul 9 x
13470,2*x + 3*y' + 5 = 0,add add 5 mul 2 x mul 3 y',c - x*(x/3 + 5/3),add c mul mul -1 x add div 5 3 mul div 1 3 x
12635,5*x^2 + 4*x*y' - 4*y = 0,add add mul -4 y mul 5 pow x 2 mul mul 4 x y',x*(c - 5*x/4) + x,add x mul x add c mul div -5 4 x
33631,y*sin(x/4 - 3) + 8*cos(x/4 - 3)*y' = 0,add mul y sin add -3 mul div 1 4 x mul mul 8 y' cos add -3 mul div 1 4 x,sqrt(5)*sqrt(c*cos(x/4 - 3)),mul sqrt 5 sqrt mul c cos add -3 mul div 1 4 x
17940,x^3 - 2*x*y*y' + 2*y^2 - 2 = 0,add add add -2 pow x 3 mul 2 pow y 2 mul mul mul -2 x y' y,sqrt(x*(x*(c + x) + 1/x)),sqrt mul x add pow x -1 mul x add c x
27199,6*x - y' = 0,add mul -1 y' mul 6 x,3*x*(c/x + x),mul mul 3 x add x div c x
12846,x*y' - y = 0,add mul -1 y mul x y',c*x + x + ln(3^x),add add x mul c x log pow 3 x
27145,2*x*y' + 2*y - y' = 0,add add mul -1 y' mul 2 y mul mul 2 x y',c/(6*x/5 - 3/5),div c add div -3 5 mul div 6 5 x
5423,-4*x*y' - 4*y - y' = 0,add add mul -1 y' mul -4 y mul mul -4 x y',c/(-4*x - 1),div c add -1 mul -4 x
2456,-x^2*y' - 2*x*y - 2*y' = 0,add add mul -2 y' mul mul -1 pow x 2 y' mul mul -2 x y,c/(-x^2 - 2),div c sub -2 pow x 2
29821,8*x^9 - x*y' + y = 0,add add mul 8 pow x 9 mul mul -1 x y' y,x*(c + x^8),mul x add c pow x 8
25046,y' + ln(5) = 0,add y' log 5,-(c + x)*ln(5),mul mul -1 add c x log 5
22321,2*x*ln(-x + y) + x*y' - 4*x*ln(2) - x - 2*y*ln(-x + y) + 4*y*ln(2) = 0,add add add add add mul -1 x mul x y' mul mul -4 x log 2 mul mul -2 y log add mul -1 x y mul mul 2 x log add mul -1 x y mul mul 4 y log 2,4*3^(c*x^2) + x,add x mul 4 pow 3 mul c pow x 2
12762,5^x*x*ln(5) - 5^x + x*y' - y - 15 = 0,add add sub sub -15 pow 5 x y mul x y' mul mul x pow 5 x log 5,-5^x + c*x - 15,add sub -15 pow 5 x mul c x
10523,-10*y*ln(2) + y' = 0,add mul mul -10 y log 2 y',4^(5*x + 10)*c,mul c pow 4 add 10 mul 5 x
14669,2*x*y' + y - 13 = 0,add add -13 mul mul 2 x y' y,sqrt(c/x) + 13,add 13 sqrt div c x
24093,4*y^2 + y' = 0,add mul 4 pow y 2 y',3/(c + 12*x),div 3 add c mul 12 x
15295,3*x^2 + 2*x - 4*y' = 0,add add mul -4 y' mul 2 x mul 3 pow x 2,-x*(c/x - x^2 - x)/4,mul mul div -1 4 x add sub mul -1 x pow x 2 div c x
12260,2*x^2*e^(x^2) - x*y' + 2*y - 2*e^(x^2) = 0,add add add mul -2 exp pow x 2 mul 2 y mul mul -1 x y' mul mul 2 pow x 2 exp pow x 2,c*x^2 + e^(x^2),add mul c pow x 2 exp pow x 2
11090,y' - cos(1) = 0,add mul -1 cos 1 y',(c + x)*cos(1),mul add c x cos 1
30078,x^5*y' + 5*x^4*y - y' = 0,add add mul -1 y' mul pow x 5 y' mul mul 5 pow x 4 y,(c*x + x)/(x^6 - x),mul pow sub pow x 6 x -1 add x mul c x
22413,-9*x^2 + y' - 1 = 0,add add -1 mul -9 pow x 2 y',c + 3*x^3 + x,add add c x mul 3 pow x 3
22954,x*y' + y + 3*y' = 0,add add mul 3 y' mul x y' y,c/(4*x + 12),div c add 12 mul 4 x
13219,(x + y)*(2*y' + 2) - 1 = 0,add -1 mul add 2 mul 2 y' add x y,-x + sqrt(c + x),sub sqrt add c x x
2552,-5*x*y*cos(x) + 5*x*sin(x)*y' + 8*x*cos(x) - 5*y*sin(x) + 8*sin(x) = 0,add add add add mul 8 sin x mul mul -5 y sin x mul mul 8 x cos x mul mul mul -5 x cos x y mul mul mul 5 x y' sin x,c*x*sin(x) + 8/5,add div 8 5 mul mul c x sin x
6975,4*x^2*y' - 11 = 0,add -11 mul mul 4 pow x 2 y',c - 11/(4*x),add c div div -11 4 x
21066,x*cos(x + 1) + y*cos(x + 1) - sin(x + 1)*y' - sin(x + 1) + 2*cos(x + 1) = 0,add add add add mul -1 sin add 1 x mul 2 cos add 1 x mul x cos add 1 x mul cos add 1 x y mul mul -1 y' sin add 1 x,c*sin(x + 1) - x - 2,add sub -2 x mul c sin add 1 x
1665,x^2*y' + 3 = 0,add 3 mul pow x 2 y',(c*x + 3)/x,mul pow x -1 add 3 mul c x
20221,2*x^19 + y' = 0,add mul 2 pow x 19 y',c - x^20/10,add c mul div -1 10 pow x 20
18966,6*x^2*e^(3*x^2) - x*y' + y - e^(3*x^2) = 0,add add add mul -1 exp mul 3 pow x 2 mul mul -1 x y' mul mul 6 pow x 2 exp mul 3 pow x 2 y,c*x + e^(3*x^2),add mul c x exp mul 3 pow x 2
28848,x^2 - x*y' + y + 5 = 0,add add add 5 pow x 2 mul mul -1 x y' y,x*(c + x) - x/4 - 5,add add -5 mul div -1 4 x mul x add c x
27603,6*x + y' - 21 = 0,add add -21 mul 6 x y',c - 3*x^2 + 21*x,add add c mul -3 pow x 2 mul 21 x
8916,-3*x*y' - 3*y - 10*y' = 0,add add mul -10 y' mul -3 y mul mul -3 x y',c/(-3*x - 10),div c add -10 mul -3 x
15224,28*y*ln(5) + 3*y' = 0,add mul 3 y' mul mul 28 y log 5,5^(c - 28*x/3),pow 5 add c mul div -28 3 x
7963,x*y' + y + 3 = 0,add add 3 mul x y' y,-4 + (c + x)/x,add -4 mul pow x -1 add c x
12877,86*y^85*y' - 1 = 0,add -1 mul mul 86 pow y 85 y',(c + x)^(1/86),pow add c x div 1 86
30988,x*y' - y - 13 = 0,add sub -13 y mul x y',c*x - 2*x - 13,add add -13 mul -2 x mul c x
21928,x*y' - 20 = 0,add -20 mul x y',c + 20*ln(x),add c mul 20 log x
1811,2*x^2 + x*y' - y + 5 = 0,add add sub 5 y mul 2 pow x 2 mul x y',c*x - 2*x^2 + 5,add add 5 mul -2 pow x 2 mul c x
3527,x*y' + y = 0,add mul x y' y,-1/(c*x + x),div -1 add x mul c x
9983,8*x*y*ln(5) - 8*x*ln(5) - y' = 0,add add mul -1 y' mul mul -8 x log 5 mul mul mul 8 x y log 5,5^(c + 4*x^2) + 1,add 1 pow 5 add c mul 4 pow x 2
